#Name		R500	t	thi	tlo	lx	lxerr	fe	fehi	felo	Mgas	Mghi	Mglo	t2	t2hi	t2lo	lx2	lx2err	z2	z2hi	z2lo	Yx	Yxhi	Yxlo
ABELL_2163	1.86	15.5	0.9	0.9	87.8	1.3	0.43	0.09	0.09	32.45	0.18	0.24	15.5	1.2	1.2	54.1	1.2	0.48	0.13	0.13	502.4	39.5	39.1
ABELL_2204	1.36	6.7	0.3	0.2	38.0	0.4	0.50	0.05	0.05	11.13	0.08	0.13	7.4	0.6	0.6	12.2	0.3	0.32	0.12	0.11	82.5	6.3	6.3
ABELL_2218	1.21	6.8	0.3	0.2	13.1	0.1	0.31	0.05	0.04	7.78	0.02	0.07	6.3	0.2	0.2	8.3	0.1	0.35	0.06	0.06	49.3	1.9	2.0
ABELL_2259	1.09	5.6	0.4	0.4	8.5	0.2	0.28	0.11	0.10	5.29	0.08	0.07	5.2	0.6	0.4	5.2	0.2	0.41	0.17	0.16	27.7	3.3	2.1
ABELL_2261	1.31	7.2	0.3	0.3	26.6	0.3	0.39	0.05	0.05	11.15	0.06	0.08	7.4	0.4	0.4	13.5	0.2	0.33	0.08	0.08	82.2	4.6	4.6
ABELL_2294	1.30	9.0	0.8	0.7	14.6	0.4	0.44	0.14	0.14	8.64	0.11	0.09	8.6	1.2	0.7	8.7	0.3	0.23	0.19	0.18	74.7	10.6	6.1
ABELL_2409	1.16	5.5	0.3	0.2	10.6	0.2	0.46	0.09	0.08	6.42	0.06	0.07	5.7	0.4	0.4	6.3	0.2	0.32	0.12	0.11	36.5	2.7	2.5
ABELL_2631	1.22	6.5	0.5	0.5	17.9	0.6	0.44	0.13	0.13	9.91	0.15	0.21	6.5	0.6	0.6	13.5	0.5	0.43	0.16	0.15	64.1	6.5	5.7
CL_J0030+2618	0.93	4.8	1.3	0.8	5.2	0.6	0.82	0.54	0.43	3.80	0.17	0.18	4.7	1.5	0.9	3.9	0.6	1.02	0.74	0.56	18.0	5.9	3.6
CL_J0152-1357	0.78	5.3	0.8	0.8	10.3	0.6	0.00	0.13	0.00	4.63	0.15	0.14	5.3	1.0	1.0	8.7	0.7	0.03	0.27	0.03	24.6	4.7	4.5
CL_J0216-1747	0.71	8.2	16.0	5.1	2.8	0.5	0.00	0.51	0.00	1.87	0.09	0.12	3.0	9.2	1.3	1.4	0.5	0.00	0.74	0.00	5.6	17.3	2.5
CL_J0318-0302	0.88	4.0	0.6	0.5	5.1	0.3	0.00	0.12	0.00	3.19	0.19	0.13	4.3	0.7	0.8	3.4	0.2	0.00	0.08	0.00	13.7	2.4	2.5
CL_J0522-3625	0.77	3.8	0.9	0.8	3.1	0.3	0.00	0.27	0.00	2.43	0.11	0.14	3.4	0.9	0.8	2.3	0.3	0.00	0.16	0.00	8.2	2.3	1.9
CL_J0542.8-4100	0.90	6.7	1.2	0.9	9.9	0.4	0.05	0.16	0.05	4.92	0.10	0.08	6.2	1.2	0.9	7.5	0.4	0.13	0.19	0.13	30.7	5.8	4.7
CL_J0848+4456	0.53	4.2	0.4	0.7	6.7	0.6	0.00	0.12	0.00	2.33	0.08	0.07	0.0	0.0	0.0	5.8	0.5	0.0	0.0	0.0	8.9	1.5	1.3
CL_J0853+5759	0.85	6.1	2.2	1.4	3.2	0.3	0.71	0.46	0.41	2.69	0.14	0.06	7.7	3.7	2.5	3.0	0.3	0.84	0.62	0.51	20.7	10.1	6.7
CL_J0926+1242	0.81	4.5	0.8	0.7	4.6	0.3	0.24	0.20	0.21	3.10	0.07	0.07	5.1	1.0	1.0	3.2	0.2	0.00	0.25	0.00	15.7	3.1	3.2
CL_J0956+4107	0.78	4.0	0.7	0.5	5.3	0.4	0.46	0.27	0.23	3.15	0.09	0.09	3.9	0.8	0.6	4.2	0.4	0.20	0.29	0.20	12.3	2.6	1.9
CL_J1113.1-2615	0.66	3.8	0.9	0.7	3.7	0.6	0.36	0.51	0.36	1.80	0.09	0.11	4.5	1.0	1.1	2.1	0.5	0.16	0.64	0.16	8.2	1.9	2.1
CL_J1117+1745	0.73	3.4	1.2	0.6	2.0	0.3	0.15	0.40	0.15	2.00	0.05	0.07	3.6	1.1	0.8	1.7	0.2	0.00	0.34	0.00	7.2	2.2	1.6
CL_J1120+4318	0.88	4.9	0.7	0.6	12.1	0.8	0.35	0.21	0.19	5.20	0.15	0.11	4.9	1.1	0.7	8.6	0.7	0.19	0.27	0.19	25.4	5.6	3.9
CL_J1213+0253	0.76	3.4	0.6	0.5	1.9	0.6	1.94	1.79	0.97	1.99	0.11	0.09	4.1	0.9	0.9	1.4	0.6	2.03	2.97	1.36	8.2	1.8	1.9
CL_J1216+2633	0.87	6.8	6.6	2.2	3.2	0.5	0.76	0.82	0.65	2.48	0.13	0.13	0.0	0.0	0.0	3.1	0.9	0.0	0.0	0.0	15.5	7.2	3.9
CL_J1226.9+3332	0.94	10.4	1.4	1.0	43.5	1.3	0.30	0.14	0.14	7.94	0.22	0.11	9.0	1.6	1.3	21.7	1.1	0.52	0.22	0.22	71.3	13.1	10.5
CL_J1334+5031	1.05	13.6	9.6	6.0	11.5	1.6	0.55	0.93	0.55	5.36	0.22	0.21	0.0	0.0	0.0	11.5	5.1	0.0	0.0	0.0	68.1	40.7	26.2
CL_J1354-0221	0.76	3.8	0.8	0.6	3.5	0.3	0.26	0.33	0.26	2.66	0.08	0.05	3.1	0.5	0.4	2.9	0.4	0.55	0.44	0.34	8.2	1.4	1.1
CL_J1415.1+3612	0.64	5.7	0.8	0.7	11.3	0.6	0.00	0.14	0.00	3.15	0.08	0.07	4.4	0.5	0.6	7.4	0.4	0.00	0.04	0.00	13.8	1.6	1.8
CL_J1641+4001	0.74	3.0	0.4	0.4	2.6	0.4	0.89	0.49	0.37	2.06	0.06	0.06	2.9	0.3	0.7	1.7	0.4	0.41	0.48	0.33	5.9	0.7	1.4
CL_J2302.8+0844	0.73	5.0	1.0	0.7	4.7	0.3	0.03	0.17	0.03	2.61	0.06	0.05	4.9	1.4	1.0	3.3	0.3	0.04	0.23	0.04	12.7	3.6	2.5
MACS_J0159.8-0849	1.28	7.9	0.3	0.3	39.3	0.5	0.31	0.05	0.05	11.41	0.11	0.07	9.9	0.9	0.9	18.0	0.4	0.05	0.10	0.05	113.4	10.7	10.5
MACS_J0242.5-2132	1.09	4.8	0.2	0.2	27.3	0.7	0.48	0.10	0.09	6.74	0.07	0.21	5.9	0.9	0.7	7.9	0.4	0.08	0.18	0.08	39.9	6.0	5.1
MACS_J0257.6-2209	1.14	7.4	0.6	0.6	16.3	0.5	0.41	0.12	0.12	7.04	0.16	0.07	6.9	1.1	0.7	8.1	0.3	0.17	0.17	0.17	48.6	7.6	5.2
MACS_J0329.6-0211	1.05	5.2	0.2	0.2	26.3	0.6	0.51	0.09	0.08	7.63	0.12	0.11	5.9	0.6	0.5	12.2	0.4	0.35	0.13	0.13	44.7	4.5	4.1
MACS_J0404.6+1109	1.07	5.9	0.7	0.6	9.7	0.4	0.19	0.14	0.13	6.90	0.10	0.14	5.9	0.8	0.7	8.1	0.4	0.13	0.15	0.13	40.5	5.5	4.7
MACS_J0429.6-0253	1.12	5.4	0.4	0.2	23.1	0.6	0.51	0.10	0.09	7.02	0.10	0.10	6.8	1.1	0.6	9.2	0.4	0.39	0.18	0.18	47.6	7.5	4.3
MACS_J0451.9+0006	0.97	5.6	0.8	0.8	15.1	0.8	0.35	0.23	0.18	6.87	0.23	0.16	4.8	1.0	0.7	10.9	0.8	0.44	0.32	0.28	32.9	6.8	4.8
MACS_J0647.7+7015	1.18	10.4	1.4	1.0	41.3	1.0	0.19	0.12	0.13	11.38	0.15	0.14	10.4	1.8	1.3	21.0	0.4	0.00	0.13	0.00	117.9	20.8	15.2
MACS_J0717.5+3745	1.36	10.5	0.6	0.4	73.3	0.9	0.28	0.06	0.06	22.35	0.12	0.12	10.1	0.5	0.5	57.1	0.8	0.32	0.06	0.06	225.5	11.7	11.6
MACS_J0744.8+3927	1.02	6.4	0.6	0.5	44.2	1.7	0.38	0.13	0.13	10.68	0.22	0.30	6.7	1.1	0.8	25.4	1.3	0.17	0.16	0.16	71.1	11.7	8.8
MACS_J0744.9+3927	1.06	7.7	0.5	0.5	43.4	0.9	0.37	0.08	0.07	10.54	0.13	0.28	7.8	0.7	0.7	23.9	0.7	0.39	0.12	0.11	82.0	7.5	7.5
MACS_J0949+1708	1.23	8.0	0.7	0.6	27.7	0.8	0.40	0.12	0.12	11.00	0.15	0.09	7.7	0.9	0.9	17.2	0.6	0.27	0.15	0.15	84.3	9.8	9.4
MACS_J1131.8-1955	1.35	8.3	0.7	0.5	29.5	0.7	0.47	0.12	0.11	14.20	0.17	0.16	9.1	1.1	1.0	20.9	0.6	0.41	0.15	0.15	129.2	15.2	14.0
MACS_J1149.5+2223	1.22	8.4	0.9	0.7	40.8	1.3	0.28	0.11	0.11	15.49	0.27	0.15	8.2	1.0	0.8	32.6	1.1	0.27	0.13	0.13	127.8	16.3	12.4
MACS_J1311.0-0311	0.95	5.6	0.3	0.3	16.2	0.3	0.39	0.08	0.07	4.59	0.11	0.08	6.2	0.7	0.7	6.7	0.2	0.27	0.14	0.14	28.6	3.2	3.1
MACS_J1423.8+2404	0.99	5.9	0.5	0.4	30.1	1.0	0.45	0.12	0.11	6.96	0.11	0.17	5.7	0.9	0.7	11.3	0.7	0.43	0.23	0.21	39.5	6.3	5.1
MACS_J1621.3+3810	1.01	6.3	0.3	0.3	17.8	0.6	0.39	0.08	0.08	6.08	0.11	0.10	6.1	0.6	0.6	8.7	0.5	0.26	0.12	0.12	37.1	3.6	3.5
MACS_J1720.2+3536	1.16	6.1	0.4	0.4	24.0	0.6	0.35	0.09	0.09	7.92	0.18	0.13	7.8	1.0	1.0	11.2	0.5	0.44	0.20	0.18	61.7	8.2	7.8
MACS_J1824.3+4309	0.84	3.7	0.8	0.6	5.2	0.6	0.12	0.35	0.12	3.46	0.24	0.11	3.9	1.0	0.7	4.1	0.6	0.40	0.53	0.38	13.6	3.4	2.4
MACS_J1931.8-2634	1.13	5.4	0.3	0.2	43.1	0.8	0.35	0.06	0.06	9.31	0.15	0.13	5.8	0.6	0.5	15.3	0.5	0.11	0.10	0.10	53.6	5.4	5.0
MACS_J2129.4-0741	1.12	9.6	1.3	1.2	37.3	1.3	0.29	0.16	0.16	10.63	0.22	0.22	8.4	1.3	1.2	21.3	1.1	0.41	0.22	0.21	89.4	14.0	13.0
MACS_J2228+2036	1.23	7.7	0.6	0.6	29.9	0.7	0.40	0.10	0.10	12.58	0.20	0.18	7.5	0.8	0.7	20.8	0.6	0.41	0.13	0.13	94.5	9.6	9.4
MACS_J2229.7-2755	1.06	4.2	0.3	0.2	19.5	0.6	0.61	0.11	0.10	5.86	0.11	0.15	5.9	0.8	0.8	6.9	0.3	0.25	0.18	0.17	34.6	4.8	4.8
MACS_J2245.0+2637	1.04	5.1	0.3	0.3	16.5	0.5	0.68	0.13	0.12	5.62	0.12	0.09	5.3	0.7	0.5	6.9	0.4	0.62	0.23	0.21	29.6	3.9	2.7
MS_0016.9+1609	1.24	9.0	0.5	0.5	47.5	0.7	0.32	0.06	0.06	15.17	0.08	0.11	8.9	0.6	0.7	34.5	0.6	0.24	0.07	0.07	135.6	9.8	10.1
MS_0302.7+1658	0.79	3.5	0.5	0.4	6.0	0.8	0.56	0.43	0.34	2.98	0.13	0.13	3.3	0.8	0.5	3.2	0.7	0.70	0.82	0.56	10.0	2.4	1.7
MS_0451.6-0305	1.11	6.7	0.6	0.5	39.9	1.4	0.55	0.15	0.15	12.08	0.16	0.23	6.6	0.7	0.6	28.8	1.2	0.33	0.16	0.15	80.1	8.7	7.5
MS_0906.5+1110	1.06	5.3	0.2	0.2	8.4	0.1	0.31	0.07	0.07	5.27	0.05	0.04	4.8	0.3	0.3	4.7	0.1	0.22	0.09	0.09	25.2	1.5	1.4
MS_1006.0+1202	1.11	5.9	0.4	0.4	7.3	0.2	0.16	0.10	0.10	5.29	0.06	0.06	6.3	0.6	0.6	4.9	0.2	0.09	0.14	0.09	33.4	3.3	3.2
MS_1008.1-1224	1.02	5.0	0.4	0.4	9.7	0.4	0.27	0.12	0.12	5.60	0.10	0.11	4.6	0.5	0.4	6.4	0.3	0.34	0.18	0.16	26.0	2.7	2.6
MS_1137.5+6625	0.79	5.8	0.7	0.6	12.2	0.5	0.20	0.16	0.15	3.99	0.06	0.06	5.5	1.0	0.6	7.1	0.4	0.20	0.22	0.20	21.8	4.1	2.3
MS_1455.0+2232	1.04	4.5	0.1	0.1	20.2	0.2	0.48	0.03	0.03	5.62	0.10	0.09	4.7	0.2	0.2	6.3	0.1	0.40	0.06	0.06	26.2	1.2	1.1
MS_1621.5+2640	1.03	6.1	0.6	0.6	10.0	0.4	0.58	0.17	0.16	6.10	0.11	0.13	6.1	0.8	0.7	7.8	0.4	0.54	0.20	0.19	37.1	4.7	4.6
MS_2053.7-0449	0.75	4.1	0.5	0.4	4.4	0.3	0.18	0.17	0.16	2.68	0.04	0.06	4.2	0.9	0.6	3.0	0.3	0.10	0.21	0.10	11.2	2.3	1.6
RBS_0797	1.13	6.0	0.3	0.3	45.9	0.9	0.35	0.07	0.07	7.89	0.31	0.18	6.3	0.9	0.7	11.7	0.6	0.54	0.23	0.21	50.0	7.2	5.9
RDCS_1252-29	0.52	4.8	1.2	0.8	5.9	0.7	0.27	0.27	0.24	1.93	0.09	0.07	4.3	0.8	0.8	5.1	0.6	0.36	0.37	0.31	8.3	1.5	1.5
RX_J0027.6+2616	0.93	4.7	0.7	0.7	6.6	0.6	0.47	0.32	0.28	4.60	0.14	0.14	4.2	0.9	0.5	5.0	0.6	0.65	0.40	0.33	19.1	4.3	2.5
RX_J0232.2-4420	1.34	7.9	0.4	0.4	31.7	0.6	0.49	0.09	0.09	11.96	0.11	0.19	9.2	1.1	1.0	17.6	0.5	0.41	0.16	0.16	110.3	13.2	12.6
RX_J0439+0520	0.94	3.8	0.2	0.2	8.4	0.4	0.56	0.14	0.12	3.43	0.08	0.06	3.8	0.5	0.4	3.0	0.3	0.35	0.26	0.22	13.2	1.6	1.5
RX_J0439.0+0715	1.14	5.6	0.3	0.3	15.7	0.3	0.38	0.07	0.07	7.19	0.09	0.10	5.6	0.4	0.4	8.7	0.2	0.28	0.11	0.10	40.2	3.2	2.8
RX_J0910+5422	0.53	3.9	1.2	1.0	2.9	0.4	0.00	0.13	0.00	1.41	0.07	0.07	0.0	0.0	0.0	2.2	0.6	0.0	0.0	0.0	5.8	2.1	1.2
RX_J1234.2+0947	1.17	6.7	2.3	1.0	6.7	0.3	0.12	0.25	0.12	6.21	0.11	0.12	7.7	1.7	2.2	6.1	0.2	0.00	0.26	0.00	47.8	10.9	13.9
RX_J1317.4+2911	0.50	2.0	0.7	0.5	1.2	0.3	0.01	0.68	0.01	0.95	0.06	0.07	2.1	0.6	0.5	1.0	1.2	0.28	2.70	0.28	2.0	0.6	0.5
RX_J1347.5-1145	1.45	12.2	0.5	0.5	145.4	1.3	0.41	0.04	0.04	19.45	0.11	0.37	11.7	1.1	1.1	38.3	0.8	0.48	0.10	0.10	227.6	21.3	21.4
RX_J1350+6007	0.70	4.8	1.3	0.9	5.6	0.6	0.60	0.39	0.33	2.78	0.11	0.10	0.0	0.0	0.0	4.6	0.7	0.0	0.0	0.0	12.2	2.4	2.2
RX_J1504.1-0248	1.34	6.8	0.2	0.2	61.1	0.6	0.35	0.04	0.04	10.90	0.04	0.47	8.3	0.8	0.7	14.3	0.4	0.35	0.14	0.13	90.2	8.5	8.1
RX_J1532.9+3021	1.12	5.1	0.2	0.2	35.9	0.9	0.60	0.10	0.10	7.56	0.31	0.15	6.1	0.8	0.7	12.3	0.6	0.42	0.19	0.18	46.3	6.0	5.4
RX_J1716.9+6708	0.78	6.5	1.1	0.9	12.0	0.8	0.57	0.25	0.23	4.08	0.11	0.13	5.4	1.1	0.9	7.8	0.7	0.74	0.38	0.31	22.1	4.6	3.6
RX_J1720.1+2638	1.24	6.1	0.1	0.1	19.8	0.2	0.48	0.03	0.03	7.46	0.31	0.01	7.2	0.4	0.4	7.8	0.2	0.45	0.07	0.07	53.5	3.5	2.8
RX_J2011.3-5725	0.85	3.8	0.2	0.2	6.4	0.3	0.59	0.14	0.12	2.98	0.05	0.05	3.3	0.3	0.3	3.0	0.2	0.42	0.21	0.18	9.9	0.9	0.8
RX_J2129.6+0005	1.20	5.6	0.3	0.3	20.2	0.5	0.50	0.10	0.10	8.02	0.14	0.14	7.0	0.9	0.7	9.7	0.4	0.40	0.19	0.18	56.3	7.2	5.5
RX_J2247+0337	0.62	2.2	0.5	0.4	0.3	0.1	0.48	0.49	0.28	0.60	0.02	0.03	2.2	0.9	0.5	0.2	0.1	0.35	0.81	0.28	1.3	0.6	0.3
V_1121.0+2327	0.77	3.8	0.4	0.3	4.7	0.3	0.28	0.16	0.14	3.29	0.05	0.07	3.5	0.4	0.3	4.2	0.3	0.28	0.17	0.15	11.7	1.3	1.1
V_1221+4918	0.86	5.8	0.6	0.6	11.8	0.5	0.48	0.14	0.13	5.44	0.08	0.07	5.7	0.7	0.6	9.8	0.4	0.48	0.15	0.14	31.1	3.7	3.5
V_1416+4446	0.86	3.7	0.3	0.3	5.2	0.4	0.91	0.30	0.26	3.23	0.08	0.05	4.3	0.5	0.4	3.3	0.4	1.07	0.48	0.41	13.8	1.8	1.3
V_1525+0958	0.80	5.2	0.9	0.5	5.9	0.3	0.43	0.18	0.17	3.86	0.10	0.06	5.4	1.1	0.6	5.3	0.3	0.39	0.20	0.19	20.7	4.2	2.4
V_1701+6414	0.85	4.6	0.7	0.7	1.7	0.1	0.00	0.22	0.00	1.67	0.04	0.04	5.2	2.5	1.2	1.0	0.1	0.05	0.46	0.05	8.7	4.1	2.0
ZWCL_3146	1.30	6.4	0.1	0.1	44.4	0.4	0.37	0.03	0.03	10.26	0.08	0.10	8.2	0.4	0.4	15.6	0.3	0.22	0.08	0.08	84.1	4.6	4.6
ZWCL_1953	1.12	7.3	0.7	0.7	15.6	0.4	0.09	0.10	0.09	7.31	0.10	0.08	6.2	0.7	0.6	8.7	0.3	0.15	0.14	0.13	45.3	4.9	4.8
