# Model: wabs(mekal) for r200-core spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = yes; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.508  0.880  1.42  0.00  0.00  7.86  6.64  9.56  0.38  0.00  0.00   3.56e-04   3.41e-04   3.71e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.029   74.2   1.06     79
# Model: wabs(mekal) for r200 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  5.400  1.42  0.00  0.00  6.81  6.34  7.35  0.64  0.48  0.80   3.26e-03   3.16e-03   3.37e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.268   35.8   1.14    509
# Model: wabs(mekal) for r500 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  3.410  1.42  0.00  0.00  6.21  5.88  6.58  0.66  0.53  0.79   3.23e-03   3.14e-03   3.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.263   56.3   0.98    418
# Model: wabs(mekal) for r1000 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  2.410  1.42  0.00  0.00  6.12  5.83  6.45  0.62  0.50  0.73   3.21e-03   3.13e-03   3.29e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.258   70.1   0.84    348
# Model: wabs(mekal) for r2500 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  1.530  1.42  0.00  0.00  6.14  5.86  6.45  0.60  0.49  0.71   3.08e-03   3.01e-03   3.16e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.247   84.4   0.91    301
# Model: wabs(mekal) for r5000 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  1.080  1.42  0.00  0.00  5.93  5.67  6.21  0.61  0.50  0.71   2.94e-03   2.87e-03   3.01e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.235   91.0   0.94    270
# Model: wabs(mekal) for r7500 spectra; Fit Range = 0.5 - 8.0; Count Rates = 0.5 - 8.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
IRAS_09104+4109            10445  0.000  0.880  1.42  0.00  0.00  5.93  5.67  6.21  0.63  0.52  0.74   2.82e-03   2.75e-03   2.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.4420  0.0000  0.0000  0.226   93.7   0.92    256
