# Model: wabs(mekal) for inner50 spectra; Fit Range = 0.5 - 7.0; Count Rates = 0.5 - 7.0 keV
# Nh frozen = yes; Fe frozen = no; z frozen = yes; Confidence Levels = 2.71; Systematic error = 0.00
# Cluster                  ObsID    Rin   Rout  nh20   nlo   nhi    Tx   Tlo   Thi    Fe  Felo  Fehi       Norm     Normlo     Normhi   Tx2  Tlo2  Thi2      Norm2    Normlo2    Normhi2       z     zlo     zhi     Cr   Src%  chisq    dof
ABELL_0119                  4180  0.000  1.000  3.30  0.00  0.00  5.62  4.57  6.95  0.65  0.00  2.13   7.01e-04   5.42e-04   8.38e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0442  0.0000  0.0000  0.100   88.4   0.67     29
ABELL_0133                  2203  0.000  0.770  1.56  0.00  0.00  2.65  2.59  2.71  1.12  1.04  1.20   4.29e-03   4.18e-03   4.40e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0558  0.0000  0.0000  1.233   95.8   1.64    246
ABELL_0141                  9410  0.000  0.230  1.67  0.00  0.00  4.53  3.13  6.88  0.74  0.00  6.94   1.23e-04   0.00e+00   1.74e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.012   92.6   0.11      6
ABELL_0160                  3219  0.000  0.940  4.38  0.00  0.00  2.63  2.32  2.97  0.29  0.12  0.54   2.21e-04   1.92e-04   2.47e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0447  0.0000  0.0000  0.027   76.1   1.08     51
ABELL_0193                  6931  0.000  0.880  4.57  0.00  0.00  5.05  4.62  5.57  0.52  0.32  0.74   1.43e-03   1.35e-03   1.51e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0485  0.0000  0.0000  0.278   77.5   0.94    140
ABELL_0222                  4967  0.000  0.240  2.30  0.00  0.00  3.70  2.76  5.18  0.00  0.00  1.01   1.13e-04   8.10e-05   1.30e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2130  0.0000  0.0000  0.008   92.1   1.04     11
ABELL_0223                 49671  0.000  0.250  2.20  0.00  0.00  4.86  3.88  6.41  0.09  0.00  0.58   1.73e-04   1.50e-04   1.92e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2070  0.0000  0.0000  0.016   94.9   0.89     23
ABELL_0368                  9412  0.000  0.230  1.75  0.00  0.00  4.87  4.25  5.63  0.85  0.45  1.33   8.49e-04   7.55e-04   9.53e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2200  0.0000  0.0000  0.098   98.6   1.09     42
ABELL_0370                   515  0.000  0.160  3.37  0.00  0.00  7.47  5.45 12.78  0.57  0.00  1.50   7.16e-05   5.94e-05   8.30e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3747  0.0000  0.0000  0.011   90.3   0.73     20
ABELL_0383                  2321  0.000  0.260  4.07  0.00  0.00  3.09  2.93  3.26  0.83  0.68  1.01   1.87e-03   1.76e-03   1.97e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1871  0.0000  0.0000  0.366   98.4   1.33    132
ABELL_0399                  3230  0.000  0.610 11.51  0.00  0.00  7.37  6.42  8.57  0.48  0.20  0.81   5.61e-04   5.27e-04   5.98e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0716  0.0000  0.0000  0.065   96.2   0.83     94
ABELL_0400                  4181  0.000  1.720  9.38  0.00  0.00  2.48  2.32  2.66  0.87  0.65  1.16   1.07e-03   9.55e-04   1.18e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0240  0.0000  0.0000  0.159   82.6   0.79    102
ABELL_0496                  3361  0.000  1.270  4.57  0.00  0.00  3.20  3.13  3.28  0.93  0.86  1.01   1.68e-02   1.64e-02   1.72e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0328  0.0000  0.0000  4.032   96.8   1.21    262
ABELL_0520                  4215  0.000  0.250  7.84  0.00  0.00  7.42  5.75 11.10  0.55  0.00  1.27   1.41e-04   1.22e-04   1.60e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2020  0.0000  0.0000  0.014   94.6   1.40     32
ABELL_0521                   430  0.000  0.210  6.17  0.00  0.00  6.34  4.00 13.07  0.00  0.00  2.24   1.19e-04   8.46e-05   1.31e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2533  0.0000  0.0000  0.016   89.5   1.96     12
ABELL_0562                  6936  0.000  0.420  5.48  0.00  0.00  3.11  2.58  3.73  0.31  0.05  0.68   1.28e-04   1.10e-04   1.48e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1100  0.0000  0.0000  0.020   48.5   0.82     36
ABELL_0576                  3289  0.000  1.090  5.57  0.00  0.00  3.92  3.75  4.11  0.84  0.71  0.98   2.17e-03   2.09e-03   2.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0385  0.0000  0.0000  0.452   83.1   1.12    188
ABELL_0586                   530  0.000  0.290  4.71  0.00  0.00  7.13  5.77  9.08  0.46  0.07  0.93   1.02e-03   9.15e-04   1.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1710  0.0000  0.0000  0.118   98.8   0.76     39
ABELL_0611                  3194  0.000  0.190  4.99  0.00  0.00  5.93  5.27  6.77  0.53  0.28  0.83   5.42e-04   5.06e-04   5.79e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2880  0.0000  0.0000  0.081   96.1   1.32     78
ABELL_0644                  2211  0.000  0.620  6.31  0.00  0.00  6.90  6.50  7.34  0.51  0.39  0.63   3.92e-03   3.81e-03   4.02e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0698  0.0000  0.0000  0.524   98.9   1.06    252
ABELL_0665                  3586  0.000  0.270  4.24  0.00  0.00  7.44  6.12  9.73  0.41  0.01  0.83   4.87e-04   4.45e-04   5.30e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1810  0.0000  0.0000  0.053   98.2   1.16     52
ABELL_0697                  4217  0.000  0.200  3.34  0.00  0.00  9.96  5.91 21.87  0.67  0.00  2.92   2.67e-04   2.05e-04   3.16e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2820  0.0000  0.0000  0.027   98.6   1.76     17
ABELL_0744                  6947  0.000  0.600  3.66  0.00  0.00  3.21  2.83  3.65  0.70  0.38  1.22   3.56e-04   3.02e-04   4.07e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0729  0.0000  0.0000  0.046   88.1   1.03     55
ABELL_0754                   577  0.000  0.790  4.60  0.00  0.00  8.48  7.71  9.40  0.20  0.02  0.39   1.88e-03   1.82e-03   1.96e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0543  0.0000  0.0000  0.272   93.7   1.08    219
ABELL_0773                  5006  0.000  0.240  1.46  0.00  0.00  8.64  6.02 13.05  0.03  0.00  0.65   3.60e-04   3.16e-04   3.85e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2170  0.0000  0.0000  0.036   98.1   0.81     23
ABELL_0963                   903  0.000  0.250  1.39  0.00  0.00  6.33  5.79  6.98  0.76  0.53  1.00   8.04e-04   7.83e-04   8.44e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2056  0.0000  0.0000  0.158   96.9   1.02    135
ABELL_1060                  2220  0.000  3.260  4.96  0.00  0.00  3.37  3.30  3.43  0.44  0.40  0.48   1.69e-02   1.67e-02   1.72e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0125  0.0000  0.0000  2.108   94.3   1.24    367
ABELL_1063S                 4966  0.000  0.160  1.77  0.00  0.00 14.26 10.98 19.53  0.66  0.21  1.12   8.36e-04   7.71e-04   9.01e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3540  0.0000  0.0000  0.081   99.5   0.90     70
ABELL_1068                  1652  0.000  0.340  0.71  0.00  0.00  3.12  3.03  3.22  0.70  0.63  0.78   3.48e-03   3.38e-03   3.58e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1375  0.0000  0.0000  0.743   98.5   1.53    190
ABELL_1201                  4216  0.000  0.290  1.85  0.00  0.00  4.70  4.14  5.43  0.99  0.58  1.51   3.82e-04   3.39e-04   4.23e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1688  0.0000  0.0000  0.074   89.7   0.87     53
ABELL_1204                  2205  0.000  0.290  1.44  0.00  0.00  3.41  3.28  3.55  0.61  0.50  0.72   3.37e-03   3.22e-03   3.51e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1706  0.0000  0.0000  0.404   99.8   1.04    169
ABELL_1240                  4961  0.000  0.300  2.04  0.00  0.00  3.18  2.07  5.62  0.00  0.00  1.36   3.58e-05   2.24e-05   4.30e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1590  0.0000  0.0000  0.003   73.0   1.14      3
ABELL_1361                  2200  0.000  0.390  2.18  0.00  0.00  3.38  2.94  3.95  1.42  0.86  2.46   1.59e-03   1.29e-03   1.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1171  0.0000  0.0000  0.418   96.4   0.78     41
ABELL_1413                  5003  0.000  0.340  2.19  0.00  0.00  6.52  6.14  6.95  0.55  0.44  0.67   1.65e-03   1.60e-03   1.69e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1426  0.0000  0.0000  0.172   99.3   1.06    225
ABELL_1423                   538  0.000  0.240  1.60  0.00  0.00  4.70  3.98  5.67  1.66  0.81  3.06   4.40e-04   3.45e-04   5.48e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2130  0.0000  0.0000  0.069   98.7   1.12     21
ABELL_1446                  4975  0.000  0.430  1.36  0.00  0.00  4.71  4.14  5.40  0.52  0.26  0.90   2.21e-04   2.01e-04   2.39e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1035  0.0000  0.0000  0.042   69.4   0.74     69
ABELL_1569                  6100  0.000  0.600  2.22  0.00  0.00  3.78  3.13  4.64  0.07  0.00  0.53   2.37e-04   2.00e-04   2.61e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0735  0.0000  0.0000  0.025   86.7   1.19     32
ABELL_1576                  7938  0.000  0.200  0.95  0.00  0.00 14.05  7.45 71.98  1.61  0.00 1000.00   2.24e-04   0.00e+00   3.41e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2790  0.0000  0.0000  0.022   96.9   0.62     10
ABELL_1650                  4178  0.000  0.520  1.62  0.00  0.00  5.68  5.41  5.97  0.69  0.57  0.83   3.16e-03   3.06e-03   3.25e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0843  0.0000  0.0000  0.652   96.5   1.06    226
ABELL_1651                  4185  0.000  0.520  2.02  0.00  0.00  6.36  5.69  7.17  0.64  0.38  0.93   2.51e-03   2.35e-03   2.66e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0840  0.0000  0.0000  0.356   99.0   0.91    105
ABELL_1736                  4186  0.000  1.240  5.13  0.00  0.00  3.21  2.83  3.65  0.29  0.08  0.57   9.90e-04   8.75e-04   1.10e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0338  0.0000  0.0000  0.121   82.5   0.99     57
ABELL_1758                  2213  0.000  0.200  1.09  0.00  0.00  5.76  4.28  8.74  0.28  0.00  1.36   7.36e-05   5.79e-05   8.50e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2792  0.0000  0.0000  0.010   77.8   0.92     15
ABELL_1763                  3591  0.000  0.270  0.82  0.00  0.00  6.05  4.74  8.40  0.17  0.00  0.74   3.39e-04   2.94e-04   3.77e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1866  0.0000  0.0000  0.037   97.5   1.14     23
ABELL_1835                   495  0.000  0.210  2.36  0.00  0.00  5.02  4.79  5.26  0.30  0.23  0.37   5.11e-03   4.99e-03   5.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2532  0.0000  0.0000  0.858   99.7   1.11    195
ABELL_1914                  3593  0.000  0.290  0.97  0.00  0.00 10.08  8.55 12.37  0.72  0.36  1.13   1.18e-03   1.10e-03   1.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1712  0.0000  0.0000  0.147   99.4   1.24     85
ABELL_1942                  3290  0.000  0.230  2.75  0.00  0.00  6.74  5.20  9.69  0.53  0.00  1.37   1.03e-04   8.62e-05   1.20e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.0000  0.0000  0.010   94.8   0.73     18
ABELL_1991                  3193  0.000  0.760  2.43  0.00  0.00  1.88  1.85  1.92  0.68  0.63  0.73   3.98e-03   3.87e-03   4.09e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0587  0.0000  0.0000  0.919   94.8   2.78    216
ABELL_1995                  7021  0.000  0.180  1.44  0.00  0.00 12.75  8.63 22.45  0.31  0.00  1.12   1.95e-04   1.70e-04   2.17e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.3186  0.0000  0.0000  0.019   97.4   0.74     29
ABELL_2034                  2204  0.000  0.400  1.58  0.00  0.00  7.45  6.50  8.66  0.50  0.23  0.80   4.37e-04   4.10e-04   4.63e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1130  0.0000  0.0000  0.060   96.8   1.00    100
ABELL_2065                 31821  0.000  0.620  2.96  0.00  0.00  3.96  3.75  4.18  0.43  0.32  0.54   2.28e-03   2.19e-03   2.38e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0730  0.0000  0.0000  0.299   98.0   1.30    145
ABELL_2069                  4965  0.000  0.390  1.97  0.00  0.00  6.61  5.14  9.05  0.62  0.00  1.44   1.35e-04   1.14e-04   1.55e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1160  0.0000  0.0000  0.016   88.0   0.67     27
ABELL_2104                   895  0.000  0.310 14.93  0.00  0.00  8.81  7.47 10.79  0.47  0.15  0.80   4.36e-04   4.09e-04   4.64e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1554  0.0000  0.0000  0.068   87.6   0.79    102
ABELL_2107                  4960  0.000  1.020  4.54  0.00  0.00  4.12  3.95  4.31  0.89  0.75  1.04   2.13e-03   2.04e-03   2.22e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0411  0.0000  0.0000  0.325   95.5   1.03    204
ABELL_2111                   544  0.000  0.230  2.20  0.00  0.00  4.25  2.70  7.80  0.00  0.00  1.73   1.68e-04   8.82e-05   1.99e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.015   94.8   2.05      3
ABELL_2124                  3238  0.000  0.660  1.71  0.00  0.00  4.63  4.05  5.32  0.82  0.44  1.35   5.39e-04   4.79e-04   5.96e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0658  0.0000  0.0000  0.124   80.0   1.07     72
ABELL_2125                  2207  0.000  0.210  2.75  0.00  0.00  2.87  1.88  4.40  0.23  0.00  1.80   3.48e-05   0.00e+00   4.96e-05  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2465  0.0000  0.0000  0.003   84.4   1.56      5
ABELL_2147                  3211  0.000  1.180  3.38  0.00  0.00  4.57  4.09  5.13  0.36  0.14  0.61   1.18e-03   1.10e-03   1.28e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0356  0.0000  0.0000  0.162   93.4   0.96     93
ABELL_2151                  4996  0.000  1.150  3.46  0.00  0.00  2.24  2.14  2.35  0.74  0.60  0.90   2.69e-03   2.49e-03   2.89e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0366  0.0000  0.0000  0.391   93.6   1.23    135
ABELL_2163                  1653  0.000  0.290 12.04  0.00  0.00 20.58 15.93 27.35  0.27  0.00  0.64   7.83e-04   7.34e-04   8.40e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1695  0.0000  0.0000  0.075   98.6   1.06    152
ABELL_2199                   497  0.000  1.390  0.88  0.00  0.00  3.84  3.77  3.91  0.74  0.70  0.79   2.12e-02   2.09e-02   2.15e-02  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0300  0.0000  0.0000  5.559   96.8   1.58    345
ABELL_2218                  1666  0.000  0.290  3.12  0.00  0.00  9.68  7.67 12.87  0.34  0.00  0.74   4.05e-04   3.75e-04   4.37e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1713  0.0000  0.0000  0.047   98.0   1.21     63
ABELL_2219                   896  0.000  0.230  1.76  0.00  0.00 13.51 11.05 17.29  0.00  0.00  0.30   4.91e-04   4.63e-04   5.09e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2256  0.0000  0.0000  0.084   94.1   0.95    105
ABELL_2244                  4179  0.000  0.470  2.09  0.00  0.00  5.41  5.21  5.61  0.46  0.39  0.54   2.80e-03   2.75e-03   2.86e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0967  0.0000  0.0000  0.531   96.3   0.93    276
ABELL_2255                   894  0.000  0.550  2.53  0.00  0.00  8.18  6.44 11.32  0.52  0.00  1.40   2.41e-04   2.09e-04   2.70e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0805  0.0000  0.0000  0.035   90.2   1.23     47
ABELL_2256                  1386  0.000  0.770  4.05  0.00  0.00  6.96  5.74  8.90  0.81  0.01  1.70   9.13e-04   7.81e-04   1.06e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0579  0.0000  0.0000  0.150   89.1   1.23     46
ABELL_2259                  3245  0.000  0.300  3.70  0.00  0.00  4.80  3.63  6.71  0.00  0.00  1.16   5.33e-04   4.00e-04   5.87e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1640  0.0000  0.0000  0.051   98.3   1.09     16
ABELL_2261                  5007  0.000  0.230  3.31  0.00  0.00  7.00  6.24  7.95  0.60  0.38  0.84   1.27e-03   1.21e-03   1.34e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2240  0.0000  0.0000  0.139   99.6   0.75    105
ABELL_2294                  3246  0.000  0.280  6.10  0.00  0.00  9.47  6.61 16.46  0.40  0.00  1.47   4.86e-04   4.01e-04   5.51e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1780  0.0000  0.0000  0.052   98.3   1.27     16
ABELL_2319                  3231  0.000  0.760  9.05  0.00  0.00  7.72  6.85  8.76  0.65  0.39  0.91   2.50e-03   2.36e-03   2.62e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0562  0.0000  0.0000  0.324   98.3   1.11    134
ABELL_2384                  4202  0.000  0.480  2.99  0.00  0.00  2.78  2.63  2.93  0.70  0.55  0.87   1.20e-03   1.11e-03   1.28e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0945  0.0000  0.0000  0.160   98.5   1.41    121
ABELL_2390                  4193  0.000  0.230  6.71  0.00  0.00  6.49  6.23  6.75  0.52  0.44  0.59   2.04e-03   2.01e-03   2.08e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2301  0.0000  0.0000  0.300   98.5   1.22    280
ABELL_2409                  3247  0.000  0.320  6.72  0.00  0.00  4.69  4.01  5.60  1.39  0.72  2.32   5.81e-04   4.79e-04   6.90e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1479  0.0000  0.0000  0.078   98.4   1.29     26
ABELL_2420                  8271  0.000  0.520  3.76  0.00  0.00 14.80  9.30 30.56  1.16  0.00 40.87   7.52e-04   0.00e+00   9.53e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0846  0.0000  0.0000  0.102   95.3   1.15     28
ABELL_2462                  4159  0.000  0.590  3.30  0.00  0.00  3.26  2.88  3.76  0.64  0.40  1.05   2.40e-04   2.11e-04   2.64e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0737  0.0000  0.0000  0.049   67.4   0.89     64
ABELL_2537                  4962  0.000  0.190  4.26  0.00  0.00  7.11  5.99  8.83  0.52  0.12  0.98   3.30e-04   3.00e-04   3.62e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2950  0.0000  0.0000  0.047   92.2   1.09     54
ABELL_2554                  1696  0.000  0.420  2.04  0.00  0.00  6.07  4.88  7.69  0.00  0.00  0.58   4.21e-04   3.71e-04   4.41e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.1103  0.0000  0.0000  0.070   85.4   0.85     46
ABELL_2556                  2226  0.000  0.520  2.02  0.00  0.00  2.96  2.83  3.09  0.61  0.52  0.72   2.92e-03   2.79e-03   3.03e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0862  0.0000  0.0000  0.554   96.7   1.01    157
ABELL_2589                  3210  0.000  1.020  3.98  0.00  0.00  3.73  3.20  4.36  0.98  0.52  1.70   2.72e-03   2.30e-03   3.13e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0415  0.0000  0.0000  0.640   88.2   1.20     41
ABELL_2597                   922  0.000  0.520  2.51  0.00  0.00  3.05  2.97  3.13  0.47  0.42  0.52   9.13e-03   8.93e-03   9.32e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0854  0.0000  0.0000  1.939   98.9   1.31    232
ABELL_2626                  3192  0.000  0.750  4.30  0.00  0.00  2.89  2.79  3.00  0.75  0.65  0.85   2.82e-03   2.72e-03   2.93e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0573  0.0000  0.0000  0.599   92.2   0.98    179
ABELL_2631                  3248  0.000  0.210  3.74  0.00  0.00  6.22  2.63 79.90  5.88  0.00 1000.00   8.42e-05   0.00e+00   2.21e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2779  0.0000  0.0000  0.011   96.2   0.50      1
ABELL_2657                  4941  0.000  1.050  5.66  0.00  0.00  4.03  3.80  4.28  0.83  0.65  1.05   2.40e-03   2.26e-03   2.53e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0402  0.0000  0.0000  0.357   95.9   1.06    143
ABELL_2667                  2214  0.000  0.230  1.64  0.00  0.00  4.04  3.71  4.41  0.60  0.41  0.81   2.13e-03   2.00e-03   2.26e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2300  0.0000  0.0000  0.373   98.9   1.06     99
ABELL_2717                  6974  0.000  0.930  1.12  0.00  0.00  2.35  2.21  2.50  1.23  0.95  1.64   9.94e-04   8.69e-04   1.11e-03  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0475  0.0000  0.0000  0.181   91.9   1.13     75
ABELL_2813                  9409  0.000  0.190  1.55  0.00  0.00  7.81  5.28 13.29  0.00  0.00  1.62   2.52e-04   1.88e-04   2.77e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2924  0.0000  0.0000  0.022   96.9   0.67     13
ABELL_3084                  9413  0.000  0.460  2.13  0.00  0.00  6.51  5.19  8.65  0.53  0.00  1.19   3.89e-04   3.38e-04   4.41e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.0977  0.0000  0.0000  0.052   92.8   1.48     35
ABELL_3088                  9414  0.000  0.210  1.37  0.00  0.00  5.32  4.61  6.34  0.47  0.15  0.84   7.91e-04   7.15e-04   8.57e-04  0.00  0.00  0.00   0.00e+00   0.00e+00   0.00e+00  0.2534  0.0000  0.0000  0.082   99.0   1.29     50
